363333   936.702    0.9702
363336   50.6074    0.9702
363339   8.87226    0.9702
363342   0.733103    0.9702
363345   0.0494795    0.9702
363348   0.00974844    0.9702
363351   0.00127453    0.9702
363354   5.30232e-06    0.9702
363438   934.934    0.9702
363441   51.3343    0.9702
363444   8.90858    0.9702
363447   0.753412    0.9702
363450   0.0520417    0.9702
363453   0.00972121    0.9702
363456   0.00132395    0.9702
363459   5.47843e-06    0.9702
363462   940.188    0.9702
363465   51.0715    0.9702
363468   8.92598    0.9702
363471   0.755484    0.9702
363474   0.0526023    0.9702
363477   0.00977895    0.9702
363480   0.00134725    0.9702
363483   3.81993e-06    0.9702
363332   2765.87    0.9702
363335   149.003    0.9702
363338   23.2534    0.9702
363341   1.74011    0.9702
363344   0.112135    0.9702
363347   0.0198656    0.9702
363350   0.00258704    0.9702
363353   8.97635e-06    0.9702
363437   2756.54    0.9702
363440   149.578    0.9702
363443   23.3163    0.9702
363446   1.74042    0.9702
363449   0.110423    0.9702
363452   0.0187531    0.9702
363455   0.00257184    0.9702
363458   1.01123e-05    0.9702
363461   2768.07    0.9702
363464   150.874    0.9702
363467   23.2872    0.9702
363470   1.74788    0.9702
363473   0.110525    0.9702
363476   0.0196053    0.9702
363479   0.00251899    0.9702
363482   2.43615e-06    0.9702
363331   16307.5    0.9702
363334   387.301    0.9702
363337   51.7111    0.9702
363340   3.55654    0.9702
363343   0.216322    0.9702
363346   0.0411068    0.9702
363349   0.00501804    0.9702
363352   1.46838e-05    0.9702
363436   16280.9    0.9702
363439   389.346    0.9702
363442   51.6598    0.9702
363445   3.8049    0.9702
363448   0.219868    0.9702
363451   0.0382497    0.9702
363454   0.00493556    0.9702
363457   1.27285e-05    0.9702
363460   16299.6    0.9702
363463   387.989    0.9702
363466   51.7564    0.9702
363469   3.54389    0.9702
363472   0.21801    0.9702
363475   0.0381002    0.9702
363478   0.00478816    0.9702
363481   1.33721e-05    0.9702
363102   47.9443    0.9751
363105   6.90541    0.9751
363108   0.499253    0.9751
363111   0.0308535    0.9751
363114   0.00552456    0.9751
363117   0.000713323    0.9751
363120   2.47758e-06    0.9751
363361   1685.91    0.9751
363364   1684.45    0.9751
363367   47.8301    0.9751
363370   6.94951    0.9751
363373   0.493955    0.9751
363376   0.0310113    0.9751
363379   0.00550087    0.9751
363382   0.000708421    0.9751
363385   2.51407e-06    0.9751
363388   1683.34    0.9751
363391   47.9833    0.9751
363394   6.96322    0.9751
363397   0.49961    0.9751
363400   0.0294889    0.9751
363403   0.00555307    0.9751
363406   0.000715656    0.9751
363409   2.58899e-06    0.9751
363412   9097.18    0.9728
363415   269.411    0.9728
363418   38.935    0.9728
363421   2.77171    0.9728
363424   0.172457    0.9728
363427   0.028483    0.9728
363430   0.00372487    0.9728
363433   1.07256e-05    0.9728
363103   14.3879    0.9751
363106   2.47503    0.9751
363109   0.2019    0.9751
363112   0.013546    0.9751
363115   0.00245621    0.9751
363118   0.000325804    0.9751
363121   1.3178e-06    0.9751
363362   247.127    0.9751
363365   246.202    0.9751
363368   14.3701    0.9751
363371   2.46953    0.9751
363374   0.200237    0.9751
363377   0.0132995    0.9751
363380   0.00243179    0.9751
363383   0.000327106    0.9751
363386   1.41513e-06    0.9751
363389   247.549    0.9751
363392   14.4109    0.9751
363395   2.48869    0.9751
363398   0.203378    0.9751
363401   0.013265    0.9751
363404   0.00246243    0.9751
363407   0.00034129    0.9751
363410   1.24912e-06    0.9751
363413   1297.07    0.9728
363416   80.8576    0.9728
363419   14.9909    0.9728
363422   1.09723    0.9728
363425   0.0723559    0.9728
363428   0.0133251    0.9728
363431   0.00175908    0.9728
363434   6.81292e-06    0.9728
363104   9.06023    0.9751
363107   1.59523    0.9751
363110   0.127524    0.9751
363113   0.00837003    0.9751
363116   0.00151207    0.9751
363119   0.000148514    0.9751
363122   4.5616e-06    0.9751
363363   144.061    0.9751
363366   146.263    0.9751
363369   9.13284    0.9751
363372   1.59745    0.9751
363375   0.126738    0.9751
363378   0.00785186    0.9751
363381   0.00153368    0.9751
363384   0.000189389    0.9751
363387   6.86338e-07    0.9751
363390   144.143    0.9751
363393   9.08996    0.9751
363396   1.59899    0.9751
363399   0.126125    0.9751
363402   0.00817235    0.9751
363405   0.00153337    0.9751
363408   0.000194281    0.9751
363411   7.16398e-07    0.9751
363414   799.63    0.9728
363417   50.3615    0.9728
363420   9.02032    0.9728
363423   0.723116    0.9728
363426   0.0456115    0.9728
363429   0.00807257    0.9728
363432   0.00106581    0.9728
363435   4.27616e-06    0.9728
